Timestamp,What region do you attend university,What is your field of study?,What academic level are you at?,What is your gender?,"How many AI tools do you use regularly? (ChatGPT, Gemini, Claude, Copilot, etc.)",How many hours per day do you spend using AI tools?,For which academic tasks do you use AI? (select all that apply),How often do you verify what an AI tool tells you before using it?,How confident are you completing academic tasks without AI?,Have you submitted AI-generated content as your own work without major edits?,Do you feel anxious or stuck when AI tools are unavailable?,How much do you trust AI output without checking the source?,How well do you understand the limitations of AI tools?,Has your university given any guidance on responsible AI use?
2025-01-22 07:28:00,Buea,Law,200L,Male,1,Less than 1hr,Assignments,3,4,Often,3,3,4,not sure
2025-01-22 08:15:00,Buea,Engineering,300L,Male,4 or more,1-2hrs,Assignments,4,2,Sometimes,3,3,4,not sure
2025-01-22 09:02:00,Other,Engineering,400L,Female,1,Less than 1hr,Research,2,2,Sometimes,5,4,3,yes
2025-01-22 09:49:00,Bamenda,Health,100L,Male,3,5hrs or more,Assignments,4,3,Once or twice,3,5,3,no
2025-01-22 10:36:00,Douala,Engineering,300L,Male,2,5hrs or more,Assignments,2,3,Once or twice,1,5,5,yes
2025-01-22 11:23:00,Yaounde,Law,200L,Female,0,5hrs or more,Other,3,5,Never,3,4,4,no
2025-01-22 12:10:00,Douala,Engineering,PhD,Male,0,5hrs or more,Research,4,2,Often,1,3,3,no
2025-01-22 12:57:00,Bamenda,Engineering,300L,Male,1,Less than 1hr,Summarising notes,4,3,Sometimes,2,2,2,no
2025-01-22 13:44:00,Yaounde,Engineering,400L,Male,4 or more,1-2hrs,Exam prep,4,3,Never,2,3,4,no
2025-01-22 14:31:00,Bamenda,Health,300L,Female,2,Less than 1hr,Other,4,5,Once or twice,3,3,2,not sure
2025-01-22 15:18:00,Buea,Business,100L,Female,4 or more,1-2hrs,Summarising notes,2,1,Once or twice,3,3,2,yes
2025-01-22 16:05:00,Yaounde,Business,300L,Male,3,1-2hrs,Coding,4,4,Sometimes,4,5,3,not sure
2025-01-22 16:52:00,Buea,Sciences,Masters,Female,2,3-4hrs,Research,2,3,Often,4,3,2,yes
2025-01-22 17:39:00,Buea,Law,300L,Male,3,1-2hrs,Research,3,2,Once or twice,3,3,4,not sure
2025-01-22 18:26:00,Yaounde,Engineering,400L,Female,3,Less than 1hr,Research,3,2,Once or twice,3,3,2,no
2025-01-22 19:13:00,Buea,Engineering,Masters,Female,3,1-2hrs,Coding,1,2,Never,3,5,4,yes
2025-01-22 20:00:00,Other,Business,200L,Female,2,1-2hrs,Coding,3,3,Never,4,4,2,not sure
2025-01-22 20:47:00,Other,Engineering,200L,Male,2,5hrs or more,Research,5,4,Never,1,4,1,no
2025-01-22 21:34:00,Other,Engineering,300L,Female,4 or more,3-4hrs,Assignments,5,3,Never,1,3,2,no
2025-01-22 22:21:00,Bamenda,Engineering,300L,Female,4 or more,5hrs or more,Coding,3,3,Sometimes,4,5,5,no
2025-01-22 23:08:00,Buea,Engineering,400L,Male,4 or more,3-4hrs,Assignments,1,3,Sometimes,3,1,5,no
2025-01-22 23:55:00,Other,Engineering,Masters,Female,2,1-2hrs,Summarising notes,2,1,Never,2,5,2,no
2025-01-23 00:42:00,Bamenda,Social Sciences,200L,Male,4 or more,5hrs or more,Coding,3,2,Sometimes,2,3,4,no
2025-01-23 01:29:00,Other,Sciences,200L,Female,2,1-2hrs,Coding,5,2,Never,5,3,4,yes
2025-01-23 02:16:00,Other,Business,400L,Male,2,1-2hrs,Coding,2,2,Once or twice,5,3,5,no
2025-01-23 03:03:00,Douala,Business,200L,Female,2,1-2hrs,Exam prep,4,1,Never,4,4,3,not sure
2025-01-23 03:50:00,Buea,Sciences,400L,Male,3,1-2hrs,Summarising notes,2,3,Once or twice,3,1,4,yes
2025-01-23 04:37:00,Bamenda,Engineering,300L,Male,1,1-2hrs,Coding,5,2,Never,3,5,1,yes
2025-01-23 05:24:00,Douala,Sciences,300L,Male,2,1-2hrs,Summarising notes,3,2,Once or twice,5,3,3,no
2025-01-23 06:11:00,Bamenda,Social Sciences,100L,Male,4 or more,3-4hrs,Assignments,4,2,Once or twice,5,3,5,no
2025-01-23 06:58:00,Buea,Engineering,300L,Male,2,Less than 1hr,Assignments,3,1,Often,2,2,3,no
2025-01-23 07:45:00,Yaounde,Law,300L,Male,1,1-2hrs,Research,4,5,Never,4,3,2,yes
2025-01-23 08:32:00,Other,Sciences,300L,Female,1,5hrs or more,Research,2,4,Never,2,3,2,no
2025-01-23 09:19:00,Yaounde,Social Sciences,200L,Male,4 or more,1-2hrs,Summarising notes,2,3,Never,2,3,4,yes
2025-01-23 10:06:00,Yaounde,Sciences,400L,Male,3,1-2hrs,Exam prep,5,1,Sometimes,4,4,4,no
2025-01-23 10:53:00,Buea,Engineering,400L,Female,2,5hrs or more,Assignments,5,4,Never,3,3,3,not sure
2025-01-23 11:40:00,Yaounde,Other,200L,Male,4 or more,1-2hrs,Assignments,5,4,Sometimes,5,5,5,no
2025-01-23 12:27:00,Other,Health,100L,Female,4 or more,Less than 1hr,Other,4,4,Once or twice,1,4,1,no
2025-01-23 13:14:00,Buea,Engineering,100L,Female,2,3-4hrs,Assignments,5,1,Once or twice,3,4,3,not sure
2025-01-23 14:01:00,Bamenda,Business,300L,Female,3,1-2hrs,Summarising notes,1,3,Once or twice,5,2,5,no
2025-01-23 14:48:00,Douala,Social Sciences,300L,Female,3,3-4hrs,Summarising notes,3,4,Never,5,3,3,not sure
2025-01-23 15:35:00,Yaounde,Business,300L,Female,3,5hrs or more,Summarising notes,3,3,Never,2,3,2,no
2025-01-23 16:22:00,Yaounde,Health,200L,Male,1,1-2hrs,Assignments,4,3,Once or twice,3,4,3,not sure
2025-01-23 17:09:00,Yaounde,Sciences,200L,Male,4 or more,3-4hrs,Assignments,3,2,Once or twice,4,5,4,yes
2025-01-23 17:56:00,Bamenda,Engineering,300L,Male,3,3-4hrs,Assignments,2,3,Never,2,1,2,yes
2025-01-23 18:43:00,Buea,Engineering,300L,Female,2,1-2hrs,Summarising notes,4,1,Never,5,1,5,yes
2025-01-23 19:30:00,Douala,Social Sciences,PhD,Male,2,3-4hrs,Summarising notes,5,3,Often,5,5,4,no
2025-01-23 20:17:00,Douala,Law,100L,Female,0,1-2hrs,Assignments,3,1,Never,2,2,2,not sure
2025-01-23 21:04:00,Douala,Engineering,400L,Female,1,3-4hrs,Coding,2,2,Sometimes,2,4,4,no
2025-01-23 21:51:00,Other,Engineering,300L,Female,3,Less than 1hr,Coding,2,2,Sometimes,1,4,3,no
2025-01-23 22:38:00,Bamenda,Business,300L,Male,0,3-4hrs,Assignments,3,3,Never,5,5,3,no
2025-01-23 23:25:00,Bamenda,Other,400L,Male,2,1-2hrs,Summarising notes,3,1,Never,2,2,4,no
2025-01-24 00:12:00,Douala,Social Sciences,400L,Female,3,5hrs or more,Coding,4,3,Never,3,2,5,no
2025-01-24 00:59:00,Yaounde,Engineering,PhD,Female,1,Less than 1hr,Research,4,4,Sometimes,3,4,2,no
2025-01-24 01:46:00,Yaounde,Engineering,100L,Male,4 or more,1-2hrs,Research,4,1,Sometimes,4,5,3,no
2025-01-24 02:33:00,Douala,Engineering,100L,Male,2,3-4hrs,Summarising notes,3,1,Sometimes,1,3,3,yes
2025-01-24 03:20:00,Douala,Business,400L,Female,2,3-4hrs,Exam prep,5,1,Often,2,3,3,not sure
2025-01-24 04:07:00,Bamenda,Engineering,300L,Female,2,3-4hrs,Coding,2,4,Sometimes,5,4,3,yes
2025-01-24 04:54:00,Bamenda,Social Sciences,200L,Female,2,3-4hrs,Summarising notes,3,3,Never,5,5,1,yes
2025-01-24 05:41:00,Buea,Engineering,100L,Female,0,5hrs or more,Coding,5,2,Never,4,5,4,not sure
2025-01-24 06:28:00,Yaounde,Social Sciences,100L,Female,3,5hrs or more,Research,2,1,Sometimes,1,5,3,no
2025-01-24 07:15:00,Buea,Law,Masters,Male,4 or more,1-2hrs,Coding,2,3,Never,3,1,2,no
2025-01-24 08:02:00,Bamenda,Business,200L,Male,2,3-4hrs,Summarising notes,5,4,Never,4,2,4,no
2025-01-24 08:49:00,Bamenda,Engineering,200L,Male,3,5hrs or more,Assignments,3,4,Sometimes,2,4,4,no
2025-01-24 09:36:00,Buea,Engineering,200L,Male,3,5hrs or more,Coding,4,3,Once or twice,5,5,3,no
2025-01-24 10:23:00,Yaounde,Engineering,200L,Female,4 or more,5hrs or more,Summarising notes,1,1,Often,4,3,2,no
2025-01-24 11:10:00,Buea,Business,100L,Female,2,1-2hrs,Research,4,1,Sometimes,1,3,4,no
2025-01-24 11:57:00,Buea,Business,300L,Female,2,1-2hrs,Exam prep,3,1,Never,5,4,2,no
2025-01-24 12:44:00,Douala,Social Sciences,100L,Male,2,3-4hrs,Assignments,1,2,Often,5,1,2,no
2025-01-24 13:31:00,Bamenda,Law,400L,Female,3,3-4hrs,Research,4,1,Never,1,3,4,not sure
2025-01-24 14:18:00,Buea,Law,200L,Female,4 or more,3-4hrs,Assignments,3,2,Once or twice,3,3,1,yes
2025-01-24 15:05:00,Bamenda,Engineering,300L,Female,1,3-4hrs,Coding,3,2,Once or twice,3,4,1,no
2025-01-24 15:52:00,Douala,Business,Masters,Female,2,5hrs or more,Coding,2,5,Never,3,4,1,no
2025-01-24 16:39:00,Buea,Sciences,300L,Male,4 or more,1-2hrs,Research,2,3,Once or twice,2,3,2,not sure
2025-01-24 17:26:00,Yaounde,Sciences,300L,Male,4 or more,5hrs or more,Coding,3,4,Never,4,4,1,yes
2025-01-24 18:13:00,Buea,Social Sciences,200L,Male,4 or more,1-2hrs,Research,2,3,Once or twice,5,4,5,no
2025-01-24 19:00:00,Buea,Engineering,200L,Male,3,1-2hrs,Coding,5,1,Once or twice,3,4,2,not sure
2025-01-24 19:47:00,Bamenda,Engineering,300L,Male,2,3-4hrs,Summarising notes,1,3,Sometimes,1,4,2,yes
2025-01-24 20:34:00,Bamenda,Health,PhD,Female,3,3-4hrs,Research,3,2,Sometimes,4,3,2,not sure
2025-01-24 21:21:00,Yaounde,Engineering,300L,Female,3,1-2hrs,Exam prep,2,3,Never,3,2,5,yes
2025-01-24 22:08:00,Yaounde,Law,300L,Female,1,1-2hrs,Research,3,2,Once or twice,5,2,3,no
2025-01-24 22:55:00,Other,Engineering,400L,Female,3,5hrs or more,Assignments,5,5,Once or twice,3,2,3,not sure
2025-01-24 23:42:00,Bamenda,Sciences,300L,Male,3,1-2hrs,Summarising notes,2,2,Never,2,3,5,no
2025-01-25 00:29:00,Bamenda,Engineering,100L,Female,1,3-4hrs,Other,5,2,Sometimes,2,5,3,no
2025-01-25 01:16:00,Douala,Sciences,300L,Male,4 or more,3-4hrs,Research,2,5,Sometimes,4,4,3,yes
2025-01-25 02:03:00,Buea,Health,Masters,Male,3,3-4hrs,Assignments,4,1,Never,2,4,2,not sure
2025-01-25 02:50:00,Bamenda,Engineering,200L,Male,4 or more,3-4hrs,Research,4,3,Once or twice,4,3,3,no
2025-01-25 03:37:00,Buea,Social Sciences,400L,Male,0,1-2hrs,Summarising notes,5,3,Never,2,3,3,yes
2025-01-25 04:24:00,Buea,Sciences,200L,Male,2,3-4hrs,Assignments,4,4,Sometimes,3,3,4,no
2025-01-25 05:11:00,Other,Law,300L,Male,3,1-2hrs,Coding,4,5,Never,3,2,2,no
2025-01-25 05:58:00,Douala,Other,100L,Male,2,3-4hrs,Other,2,5,Often,5,1,3,yes
2025-01-25 06:45:00,Yaounde,Health,300L,Female,3,1-2hrs,Summarising notes,2,1,Sometimes,5,4,1,yes
2025-01-25 07:32:00,Bamenda,Engineering,400L,Male,3,3-4hrs,Research,5,4,Once or twice,2,5,2,yes
2025-01-25 08:19:00,Buea,Engineering,200L,Male,1,1-2hrs,Research,3,3,Once or twice,3,2,3,no
2025-01-25 09:06:00,Buea,Engineering,300L,Male,3,1-2hrs,Assignments,3,3,Often,2,1,5,no
2025-01-25 09:53:00,Buea,Social Sciences,400L,Female,3,1-2hrs,Exam prep,4,1,Once or twice,3,4,3,no
2025-01-25 10:40:00,Bamenda,Engineering,Masters,Male,2,1-2hrs,Research,3,3,Never,3,3,4,not sure
2025-01-25 11:27:00,Yaounde,Social Sciences,200L,Male,4 or more,5hrs or more,Research,5,5,Once or twice,5,5,2,not sure
2025-01-25 12:14:00,Yaounde,Social Sciences,200L,Male,4 or more,1-2hrs,Coding,4,5,Sometimes,5,4,2,no
2025-01-25 13:01:00,Buea,Sciences,200L,Male,3,5hrs or more,Research,4,2,Sometimes,3,5,1,yes
2025-01-25 13:48:00,Other,Health,PhD,Male,3,5hrs or more,Coding,5,1,Sometimes,3,3,3,no
2025-01-25 14:35:00,Yaounde,Engineering,Masters,Male,2,3-4hrs,Assignments,1,2,Often,5,4,2,no
2025-01-25 15:22:00,Yaounde,Engineering,300L,Male,4 or more,1-2hrs,Coding,3,4,Often,4,3,2,no
2025-01-25 16:09:00,Yaounde,Health,400L,Male,3,1-2hrs,Exam prep,3,3,Often,1,4,4,no
2025-01-25 16:56:00,Bamenda,Social Sciences,300L,Male,3,5hrs or more,Coding,2,2,Never,3,3,1,no
2025-01-25 17:43:00,Buea,Law,300L,Female,4 or more,1-2hrs,Other,4,1,Once or twice,3,2,3,not sure
2025-01-25 18:30:00,Bamenda,Sciences,100L,Female,2,Less than 1hr,Assignments,5,2,Sometimes,2,3,3,yes
2025-01-25 19:17:00,Douala,Engineering,400L,Male,4 or more,3-4hrs,Summarising notes,3,2,Sometimes,2,3,3,no
2025-01-25 20:04:00,Buea,Business,100L,Male,1,5hrs or more,Summarising notes,3,5,Sometimes,1,5,3,yes
2025-01-25 20:51:00,Buea,Health,400L,Female,2,5hrs or more,Summarising notes,5,3,Never,4,4,3,not sure
2025-01-25 21:38:00,Buea,Law,400L,Male,2,1-2hrs,Research,3,2,Sometimes,2,4,2,yes
2025-01-25 22:25:00,Buea,Engineering,400L,Male,4 or more,3-4hrs,Research,3,3,Sometimes,1,2,4,yes
2025-01-25 23:12:00,Douala,Social Sciences,100L,Female,4 or more,1-2hrs,Assignments,3,1,Never,2,4,5,no
2025-01-25 23:59:00,Yaounde,Sciences,200L,Male,3,1-2hrs,Research,5,5,Once or twice,4,3,2,no
2025-01-26 00:46:00,Bamenda,Engineering,200L,Male,3,5hrs or more,Assignments,4,2,Never,5,5,1,yes
2025-01-26 01:33:00,Buea,Business,200L,Male,3,1-2hrs,Coding,4,2,Once or twice,3,5,5,no
2025-01-26 02:20:00,Bamenda,Engineering,100L,Female,4 or more,1-2hrs,Assignments,5,2,Never,3,1,3,no
2025-01-26 03:07:00,Bamenda,Other,Masters,Male,2,Less than 1hr,Assignments,3,3,Once or twice,5,5,3,yes
2025-01-26 03:54:00,Buea,Sciences,300L,Female,2,5hrs or more,Summarising notes,3,3,Once or twice,2,1,3,no
2025-01-26 04:41:00,Bamenda,Engineering,200L,Female,1,5hrs or more,Summarising notes,5,3,Sometimes,2,3,2,not sure
2025-01-26 05:28:00,Bamenda,Social Sciences,200L,Male,4 or more,3-4hrs,Exam prep,3,2,Sometimes,3,4,3,no
2025-01-26 06:15:00,Yaounde,Business,300L,Male,3,3-4hrs,Summarising notes,4,2,Sometimes,2,2,3,no
2025-01-26 07:02:00,Yaounde,Health,300L,Male,2,1-2hrs,Research,5,1,Never,3,4,2,no
2025-01-26 07:49:00,Buea,Business,300L,Male,0,3-4hrs,Coding,4,3,Never,5,1,3,no
2025-01-26 08:36:00,Bamenda,Law,Masters,Male,4 or more,1-2hrs,Summarising notes,4,1,Often,4,2,4,yes
2025-01-26 09:23:00,Yaounde,Law,300L,Female,0,Less than 1hr,Assignments,5,3,Never,3,4,3,no
2025-01-26 10:10:00,Bamenda,Business,PhD,Female,3,3-4hrs,Summarising notes,5,4,Often,5,4,1,not sure
2025-01-26 10:57:00,Douala,Engineering,400L,Female,4 or more,5hrs or more,Exam prep,3,4,Sometimes,1,5,3,not sure
2025-01-26 11:44:00,Yaounde,Social Sciences,200L,Male,2,Less than 1hr,Research,1,2,Once or twice,2,4,4,no
2025-01-26 12:31:00,Buea,Engineering,Masters,Female,2,1-2hrs,Research,3,2,Often,4,4,4,yes
2025-01-26 13:18:00,Buea,Other,100L,Female,3,1-2hrs,Assignments,4,1,Never,4,3,4,yes
2025-01-26 14:05:00,Yaounde,Other,400L,Female,4 or more,1-2hrs,Assignments,3,3,Once or twice,1,1,2,no
2025-01-26 14:52:00,Buea,Engineering,200L,Male,3,5hrs or more,Research,4,4,Sometimes,3,2,4,no
2025-01-26 15:39:00,Yaounde,Health,400L,Female,4 or more,3-4hrs,Summarising notes,3,2,Once or twice,4,4,4,yes
2025-01-26 16:26:00,Other,Other,400L,Male,1,3-4hrs,Assignments,4,2,Often,4,4,1,not sure
2025-01-26 17:13:00,Yaounde,Engineering,400L,Male,3,3-4hrs,Exam prep,2,4,Never,4,3,3,no
2025-01-26 18:00:00,Bamenda,Social Sciences,400L,Male,3,1-2hrs,Coding,4,4,Once or twice,3,4,3,not sure
2025-01-26 18:47:00,Yaounde,Business,200L,Female,4 or more,3-4hrs,Summarising notes,4,2,Once or twice,1,3,4,not sure
2025-01-26 19:34:00,Bamenda,Engineering,100L,Female,1,3-4hrs,Coding,2,3,Sometimes,3,1,2,not sure
2025-01-26 20:21:00,Bamenda,Law,300L,Male,4 or more,3-4hrs,Assignments,3,1,Never,2,2,3,no
2025-01-26 21:08:00,Other,Engineering,200L,Male,3,5hrs or more,Summarising notes,4,1,Once or twice,5,5,5,no
2025-01-26 21:55:00,Bamenda,Other,400L,Male,2,3-4hrs,Coding,3,5,Sometimes,3,4,4,no
2025-01-26 22:42:00,Other,Other,200L,Male,1,1-2hrs,Coding,2,4,Never,3,5,5,no
2025-01-26 23:29:00,Other,Other,PhD,Male,4 or more,5hrs or more,Coding,5,4,Sometimes,4,2,5,no
2025-01-27 00:16:00,Buea,Sciences,300L,Male,1,1-2hrs,Research,4,1,Once or twice,3,5,1,not sure
2025-01-27 01:03:00,Buea,Business,400L,Female,2,Less than 1hr,Exam prep,5,4,Sometimes,3,2,4,no
2025-01-27 01:50:00,Buea,Business,100L,Male,2,1-2hrs,Assignments,3,2,Sometimes,4,1,3,not sure
2025-01-27 02:37:00,Buea,Sciences,400L,Male,4 or more,1-2hrs,Exam prep,3,2,Never,5,5,5,not sure
2025-01-27 03:24:00,Buea,Business,Masters,Male,3,3-4hrs,Other,5,3,Once or twice,4,3,2,yes
2025-01-27 04:11:00,Yaounde,Engineering,300L,Female,4 or more,3-4hrs,Assignments,4,1,Often,1,4,5,yes
2025-01-27 04:58:00,Buea,Social Sciences,300L,Female,2,5hrs or more,Coding,4,4,Once or twice,4,2,4,no
2025-01-27 05:45:00,Bamenda,Engineering,400L,Female,3,3-4hrs,Assignments,3,3,Often,4,4,4,no
2025-01-27 06:32:00,Douala,Engineering,200L,Male,3,3-4hrs,Research,3,1,Once or twice,2,5,1,not sure
2025-01-27 07:19:00,Buea,Engineering,300L,Female,4 or more,Less than 1hr,Summarising notes,2,1,Never,2,3,2,no
2025-01-27 08:06:00,Douala,Law,200L,Male,4 or more,Less than 1hr,Summarising notes,2,1,Once or twice,5,4,4,no
2025-01-27 08:53:00,Buea,Sciences,100L,Female,0,3-4hrs,Exam prep,1,1,Often,1,2,1,no
2025-01-27 09:40:00,Buea,Health,200L,Female,3,3-4hrs,Coding,1,3,Once or twice,4,4,4,yes
2025-01-27 10:27:00,Yaounde,Engineering,100L,Female,1,5hrs or more,Summarising notes,5,4,Often,3,3,1,no
2025-01-27 11:14:00,Yaounde,Sciences,100L,Female,3,1-2hrs,Coding,3,1,Often,3,2,4,not sure
2025-01-27 12:01:00,Douala,Social Sciences,100L,Female,2,Less than 1hr,Other,4,1,Once or twice,1,3,3,yes
2025-01-27 12:48:00,Yaounde,Health,PhD,Male,2,3-4hrs,Assignments,5,3,Never,4,2,4,no
2025-01-27 13:35:00,Douala,Sciences,300L,Female,2,1-2hrs,Other,4,4,Sometimes,3,5,4,no
2025-01-27 14:22:00,Buea,Law,PhD,Male,3,Less than 1hr,Assignments,2,2,Once or twice,3,3,3,yes
2025-01-27 15:09:00,Buea,Business,300L,Male,2,3-4hrs,Coding,4,2,Sometimes,4,3,2,yes
2025-01-27 15:56:00,Douala,Law,200L,Male,3,Less than 1hr,Research,4,3,Once or twice,4,3,1,not sure
2025-01-27 16:43:00,Douala,Engineering,300L,Male,2,3-4hrs,Assignments,4,2,Once or twice,5,3,3,no
2025-01-27 17:30:00,Other,Engineering,300L,Male,1,1-2hrs,Research,4,1,Sometimes,3,4,3,yes
2025-01-27 18:17:00,Bamenda,Business,100L,Male,4 or more,1-2hrs,Coding,5,3,Once or twice,3,5,4,yes
2025-01-27 19:04:00,Bamenda,Engineering,300L,Male,2,1-2hrs,Research,4,3,Once or twice,5,3,3,no
2025-01-27 19:51:00,Douala,Business,200L,Female,2,5hrs or more,Assignments,3,3,Once or twice,4,5,3,no
2025-01-27 20:38:00,Bamenda,Social Sciences,300L,Male,3,1-2hrs,Summarising notes,4,3,Once or twice,3,4,3,no
2025-01-27 21:25:00,Other,Other,300L,Male,2,3-4hrs,Exam prep,1,3,Once or twice,2,2,1,yes
2025-01-27 22:12:00,Douala,Health,200L,Female,1,1-2hrs,Research,5,1,Sometimes,5,4,3,not sure
2025-01-27 22:59:00,Bamenda,Other,100L,Male,2,5hrs or more,Assignments,2,2,Once or twice,3,3,5,no
2025-01-27 23:46:00,Douala,Sciences,400L,Female,4 or more,1-2hrs,Research,3,1,Once or twice,4,4,5,no
2025-01-28 00:33:00,Douala,Health,300L,Female,3,3-4hrs,Assignments,5,1,Sometimes,3,5,3,no
2025-01-28 01:20:00,Buea,Sciences,100L,Female,3,3-4hrs,Coding,4,3,Never,2,3,3,no
2025-01-28 02:07:00,Other,Sciences,PhD,Female,3,5hrs or more,Coding,3,4,Never,4,5,4,not sure
2025-01-28 02:54:00,Bamenda,Law,100L,Male,1,1-2hrs,Summarising notes,3,5,Often,1,4,3,not sure
2025-01-28 03:41:00,Douala,Business,400L,Female,2,Less than 1hr,Research,5,3,Sometimes,3,3,1,no
2025-01-28 04:28:00,Bamenda,Other,PhD,Male,3,Less than 1hr,Coding,3,1,Once or twice,3,4,1,not sure
2025-01-28 05:15:00,Douala,Health,200L,Male,1,5hrs or more,Summarising notes,5,1,Sometimes,3,3,3,not sure
2025-01-28 06:02:00,Bamenda,Sciences,100L,Female,2,3-4hrs,Coding,2,4,Never,4,5,5,not sure
2025-01-28 06:49:00,Buea,Sciences,100L,Male,2,5hrs or more,Coding,4,3,Sometimes,4,4,4,yes
2025-01-28 07:36:00,Other,Health,200L,Female,2,1-2hrs,Coding,5,3,Once or twice,4,1,1,no
2025-01-28 08:23:00,Buea,Engineering,100L,Female,4 or more,1-2hrs,Summarising notes,2,4,Once or twice,1,3,2,no
2025-01-28 09:10:00,Bamenda,Engineering,400L,Female,1,Less than 1hr,Research,3,3,Once or twice,2,4,4,not sure
2025-01-28 09:57:00,Other,Sciences,100L,Female,3,5hrs or more,Other,2,4,Never,3,1,4,yes
2025-01-28 10:44:00,Other,Engineering,300L,Male,1,3-4hrs,Summarising notes,4,1,Never,5,1,4,no
2025-01-28 11:31:00,Yaounde,Engineering,PhD,Male,4 or more,5hrs or more,Summarising notes,4,3,Often,5,3,4,no
2025-01-28 12:18:00,Yaounde,Engineering,400L,Female,1,1-2hrs,Assignments,4,4,Once or twice,5,3,1,no
2025-01-28 13:05:00,Bamenda,Engineering,300L,Male,2,3-4hrs,Summarising notes,2,2,Once or twice,3,3,4,no
2025-01-28 13:52:00,Buea,Engineering,200L,Female,3,3-4hrs,Summarising notes,2,3,Never,3,3,4,not sure
2025-01-28 14:39:00,Bamenda,Other,300L,Female,3,1-2hrs,Assignments,1,2,Never,3,2,2,no
2025-01-28 15:26:00,Yaounde,Sciences,300L,Female,2,5hrs or more,Assignments,3,5,Sometimes,2,4,4,not sure
2025-01-28 16:13:00,Douala,Sciences,300L,Male,2,5hrs or more,Summarising notes,4,1,Once or twice,1,3,2,no
2025-01-28 17:00:00,Douala,Law,100L,Male,2,5hrs or more,Coding,5,3,Once or twice,5,2,1,no
2025-01-28 17:47:00,Douala,Engineering,Masters,Male,2,3-4hrs,Summarising notes,4,1,Never,2,3,2,no
2025-01-28 18:34:00,Buea,Other,300L,Male,2,1-2hrs,Assignments,3,3,Sometimes,2,4,2,yes
2025-01-28 19:21:00,Bamenda,Health,200L,Female,2,1-2hrs,Coding,5,1,Never,1,1,3,no
2025-01-28 20:08:00,Buea,Engineering,200L,Male,2,5hrs or more,Assignments,4,2,Never,5,2,3,no
2025-01-28 20:55:00,Bamenda,Sciences,300L,Male,2,Less than 1hr,Research,5,2,Once or twice,4,1,3,no
2025-01-28 21:42:00,Bamenda,Business,400L,Male,3,3-4hrs,Assignments,4,5,Never,4,5,3,no
2025-01-28 22:29:00,Douala,Other,400L,Female,4 or more,3-4hrs,Assignments,3,1,Never,5,4,2,no
2025-01-28 23:16:00,Bamenda,Sciences,400L,Female,3,3-4hrs,Assignments,1,1,Sometimes,3,4,1,yes
2025-01-29 00:03:00,Buea,Law,100L,Male,1,5hrs or more,Research,4,4,Sometimes,4,4,4,yes
2025-01-29 00:50:00,Buea,Engineering,300L,Male,1,1-2hrs,Assignments,2,3,Sometimes,1,4,3,no
2025-01-29 01:37:00,Douala,Other,300L,Male,4 or more,1-2hrs,Research,3,5,Once or twice,2,3,2,no
2025-01-29 02:24:00,Yaounde,Engineering,100L,Male,2,Less than 1hr,Summarising notes,4,1,Never,5,4,5,yes
2025-01-29 03:11:00,Buea,Other,200L,Female,1,3-4hrs,Summarising notes,4,3,Never,4,1,4,no
2025-01-29 03:58:00,Buea,Law,400L,Female,3,1-2hrs,Research,4,2,Often,3,4,5,no
2025-01-29 04:45:00,Yaounde,Law,100L,Male,3,1-2hrs,Exam prep,2,1,Once or twice,3,4,3,no
2025-01-29 05:32:00,Buea,Social Sciences,300L,Male,3,5hrs or more,Assignments,3,3,Sometimes,3,3,2,no
2025-01-29 06:19:00,Douala,Engineering,200L,Female,2,5hrs or more,Summarising notes,4,3,Never,1,3,4,no
2025-01-29 07:06:00,Yaounde,Engineering,100L,Male,0,1-2hrs,Assignments,5,4,Once or twice,2,3,2,no
2025-01-29 07:53:00,Buea,Engineering,200L,Female,4 or more,1-2hrs,Assignments,4,2,Never,2,4,3,not sure
2025-01-29 08:40:00,Buea,Engineering,PhD,Male,2,5hrs or more,Summarising notes,5,2,Once or twice,2,4,1,no
2025-01-29 09:27:00,Other,Health,400L,Male,3,Less than 1hr,Summarising notes,4,2,Often,4,5,4,no
2025-01-29 10:14:00,Bamenda,Sciences,Masters,Male,3,Less than 1hr,Exam prep,4,5,Often,2,3,2,no
2025-01-29 11:01:00,Bamenda,Engineering,300L,Male,3,1-2hrs,Summarising notes,2,2,Once or twice,2,4,5,yes
2025-01-29 11:48:00,Douala,Other,100L,Female,2,3-4hrs,Other,4,2,Once or twice,3,4,5,no
2025-01-29 12:35:00,Other,Business,300L,Male,2,1-2hrs,Assignments,4,2,Often,5,5,3,no
2025-01-29 13:22:00,Other,Other,300L,Male,3,5hrs or more,Assignments,4,3,Sometimes,2,3,4,not sure
2025-01-29 14:09:00,Douala,Other,400L,Male,4 or more,3-4hrs,Assignments,3,2,Never,1,3,4,not sure
2025-01-29 14:56:00,Bamenda,Engineering,100L,Male,4 or more,3-4hrs,Assignments,4,5,Once or twice,3,4,4,no
2025-01-29 15:43:00,Buea,Sciences,300L,Male,1,1-2hrs,Summarising notes,3,2,Never,4,4,3,no
2025-01-29 16:30:00,Douala,Health,200L,Male,1,3-4hrs,Coding,4,4,Once or twice,3,5,4,yes
2025-01-29 17:17:00,Yaounde,Law,200L,Female,4 or more,3-4hrs,Assignments,2,1,Once or twice,4,1,3,no
